SID,Location,Replicate,Plot,Clone,Species,Gender,HEMI,CELL,LIG,ASH,SPGR,HT,SNo,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD
YR1_Portland_R6_P656,Portland,6,656,95002,S. purpurea,M,NA,NA,NA,NA,NA,1.46,14,77,5.50,3.56,19.50,4.57,0.0333,137.24,0.0073,5.58,0.99,11.21,5.61,0.46,33.3,652.2,36.1,37.7
YR1_WVU_R1_P88,WVU,1,88,95002,S. purpurea,M,17.93,37.96,29.09,2.43,0.50,1.40,21,132,6.29,6.93,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,845.4,59.4,NA
YR1_WVU_R2_P182,WVU,2,182,95002,S. purpurea,M,16.66,33.07,31.78,3.19,0.47,1.50,32,219,6.84,12.24,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3,726.5,60.5,NA
YR1_WVU_R3_P291,WVU,3,291,95002,S. purpurea,M,17.47,37.22,29.57,2.84,0.51,1.63,35,228,6.51,12.27,57.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,791.9,50.0,NA
YR1_WVU_R4_P480,WVU,4,480,95002,S. purpurea,M,16.84,33.32,31.88,3.04,0.49,1.64,27,185,6.85,10.78,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,358.3,56.4,NA
YR1_WVU_R5_P629,WVU,5,629,95002,S. purpurea,M,NA,NA,NA,NA,NA,1.43,6,34,5.67,1.52,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.7,NA
YR1_WVU_R6_P678,WVU,6,678,95002,S. purpurea,M,NA,NA,NA,NA,NA,1.34,15,86,5.73,4.15,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,NA
YR1_Geneva_R1_P89,Geneva,1,89,95001,S. purpurea,F,17.93,40.02,26.58,1.97,0.43,2.36,26,274,10.54,24.14,12.00,14.02,0.0903,155.26,0.0064,8.65,2.04,18.3,4.24,0.53,31.6,831.7,34.8,36.4
YR1_Geneva_R2_P227,Geneva,2,227,95001,S. purpurea,F,16.32,35.70,30.14,3.24,0.44,2.84,24,244,10.17,21.02,9.50,16.59,0.1622,102.28,0.0098,9.95,2.21,20.53,4.5,0.49,28.8,701.6,24.8,49.0
YR1_Geneva_R3_P389,Geneva,3,389,95001,S. purpurea,F,17.71,39.29,26.94,1.98,0.46,2.03,21,188,8.95,13.51,11.00,10.96,0.107,102.43,0.0098,7.92,1.7,16.75,4.65,0.49,24.0,355.8,37.0,37.7
YR1_Geneva_R4_P392,Geneva,4,392,95001,S. purpurea,F,18.02,40.71,26.53,1.70,0.48,2.14,18,123,6.83,6.90,11.25,10.35,0.0738,140.24,0.0071,7.87,1.58,16.65,4.98,0.47,36.5,575.8,41.8,23.2
YR1_Geneva_R5_P638,Geneva,5,638,95001,S. purpurea,F,NA,NA,NA,NA,NA,2.43,24,229,9.54,18.10,14.00,14.62,0.1231,118.77,0.0084,9.25,2.02,21.53,4.59,0.4,32.4,649.0,24.8,59.0
YR1_Geneva_R6_P685,Geneva,6,685,95001,S. purpurea,F,NA,NA,NA,NA,NA,2.04,14,145,10.36,12.26,8.50,7.15,0.0877,81.53,0.0123,6.66,1.44,13.63,4.62,0.48,26.5,717.6,39.7,43.9
YR1_Portland_R1_P124,Portland,1,124,95001,S. purpurea,F,18.97,42.93,26.59,1.15,0.48,1.71,12,80,6.67,4.54,12.00,36.61,0.0533,686.87,0.0015,7.85,5.44,164.76,1.44,0.02,35.4,363.1,40.5,42.2
YR1_Portland_R2_P167,Portland,2,167,95001,S. purpurea,F,16.86,40.53,28.45,1.72,0.46,1.56,10,75,7.50,4.64,11.00,11.99,0.0616,194.64,0.0051,6.14,19.64,86.05,0.31,0.02,27.8,336.9,48.4,58.9
YR1_Portland_R3_P383,Portland,3,383,95001,S. purpurea,F,17.82,40.67,27.56,1.63,0.44,2.42,23,238,10.35,20.83,10.25,11.49,0.0723,158.92,0.0063,7.58,1.94,27.16,3.9,0.2,33.0,510.6,45.8,51.3
YR1_Portland_R4_P399,Portland,4,399,95001,S. purpurea,F,17.32,38.92,28.90,1.74,0.45,1.35,12,63,5.25,2.74,13.50,4.96,0.0396,125.25,0.0080,5.38,1.28,20.6,4.21,0.15,32.9,532.2,56.0,47.4
YR1_Portland_R5_P522,Portland,5,522,95001,S. purpurea,F,NA,NA,NA,NA,NA,2.01,31,250,8.06,16.89,12.50,6.34,0.0568,111.62,0.0090,5.72,1.34,11.64,4.27,0.59,26.0,506.9,44.0,44.4
YR1_Portland_R6_P708,Portland,6,708,95001,S. purpurea,F,NA,NA,NA,NA,NA,1.25,7,40,5.71,2.18,18.50,7.69,0.0555,138.56,0.0072,6.52,1.49,13.94,4.38,0.5,32.9,677.9,43.9,42.5
YR1_WVU_R1_P14,WVU,1,14,95001,S. purpurea,F,18.12,43.68,25.52,1.63,0.45,1.70,12,91,7.58,5.95,18.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.4,527.7,53.9,NA
YR1_WVU_R2_P154,WVU,2,154,95001,S. purpurea,F,17.08,36.43,29.46,2.33,0.45,1.90,25,251,10.04,20.27,21.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,520.0,55.8,NA
YR1_WVU_R3_P267,WVU,3,267,95001,S. purpurea,F,16.65,38.17,29.71,2.51,0.43,1.29,8,84,10.50,8.14,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,759.6,53.0,NA
YR1_WVU_R4_P464,WVU,4,464,95001,S. purpurea,F,16.65,33.83,31.36,2.28,0.39,2.09,18,152,8.44,11.12,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,274.8,58.0,NA
YR1_WVU_R5_P600,WVU,5,600,95001,S. purpurea,F,NA,NA,NA,NA,NA,1.33,4,11,2.75,0.26,8.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,NA
YR1_WVU_R6_P680,WVU,6,680,95001,S. purpurea,F,NA,NA,NA,NA,NA,1.84,25,221,8.84,16.00,24.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,NA
YR1_Geneva_R1_P86,Geneva,1,86,94015,S. purpurea,F,17.75,40.94,27.07,1.75,0.54,1.86,27,187,6.93,10.56,25.00,8.12,0.1089,74.56,0.0134,6.74,1.42,14.67,4.73,0.47,31.4,1013.8,32.6,47.6
YR1_Geneva_R2_P233,Geneva,2,233,94015,S. purpurea,F,16.56,37.23,29.48,2.74,0.50,2.24,28,208,7.43,12.74,10.00,7.72,0.1341,57.57,0.0174,7.03,1.43,14.74,4.93,0.45,30.6,682.0,45.5,36.1
YR1_Geneva_R3_P312,Geneva,3,312,94015,S. purpurea,F,18.13,40.47,27.40,1.25,0.50,2.37,29,199,6.86,11.21,11.25,8.86,0.0987,89.77,0.0111,7.28,1.55,15.38,4.7,0.47,28.3,862.9,41.8,53.5
YR1_Geneva_R4_P438,Geneva,4,438,94015,S. purpurea,F,17.02,35.30,30.27,2.41,0.46,1.74,19,123,6.47,6.54,12.00,6.30,0.0878,71.75,0.0139,6.56,1.21,13.38,5.41,0.44,33.0,742.8,46.1,32.3
YR1_Geneva_R5_P556,Geneva,5,556,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.47,18,136,7.56,8.29,19.50,9.14,0.039,234.36,0.0043,7.18,1.73,15.71,4.15,0.47,32.5,819.5,60.9,46.4
YR1_Geneva_R6_P675,Geneva,6,675,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.89,21,140,6.67,7.84,10.75,8.49,0.0701,121.11,0.0083,7.01,1.49,14.92,4.71,0.48,26.4,651.0,34.0,31.9
YR1_Portland_R1_P115,Portland,1,115,94015,S. purpurea,F,18.05,42.71,27.17,1.39,0.44,1.58,13,69,5.31,3.10,16.50,17.30,0.067,258.21,0.0039,6.17,3.65,51.49,1.69,0.08,33.1,495.6,51.7,51.0
YR1_Portland_R2_P175,Portland,2,175,94015,S. purpurea,F,16.24,35.05,32.63,2.10,0.45,1.61,11,60,5.45,2.73,24.75,8.04,0.0575,139.83,0.0072,6.51,2,36.32,3.26,0.08,27.6,384.3,49.5,44.4
YR1_Portland_R3_P276,Portland,3,276,94015,S. purpurea,F,17.39,36.95,30.27,1.95,0.52,1.64,15,95,6.33,4.78,25.75,8.15,0.0837,97.37,0.0103,6.72,12.33,16.85,0.54,0.36,28.1,470.5,53.5,41.0
YR1_Portland_R4_P407,Portland,4,407,94015,S. purpurea,F,16.46,35.71,31.70,2.18,0.49,1.08,9,42,4.67,1.57,19.00,4.64,0.0287,161.67,0.0062,5.57,1.21,22.78,4.6,0.11,34.0,658.6,41.1,43.7
YR1_Portland_R5_P607,Portland,5,607,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.44,11,58,5.27,2.58,24.50,8.94,0.0765,116.86,0.0086,6.97,1.59,14.64,4.39,0.52,32.4,670.3,42.4,41.8
YR1_Portland_R6_P711,Portland,6,711,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.68,13,85,6.54,4.55,26.00,11.47,0.1065,107.70,0.0093,7.99,1.74,17.62,4.58,0.46,33.8,731.8,48.8,48.1
YR1_WVU_R1_P99,WVU,1,99,94015,S. purpurea,F,16.76,32.28,32.04,3.30,0.45,1.54,13,63,4.85,2.52,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,697.7,59.7,NA
YR1_WVU_R2_P133,WVU,2,133,94015,S. purpurea,F,16.35,31.78,32.33,2.72,0.60,1.28,5,38,7.60,2.36,18.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,695.9,54.5,NA
YR1_WVU_R3_P297,WVU,3,297,94015,S. purpurea,F,16.30,31.60,33.84,2.48,0.41,2.51,9,56,6.22,2.89,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.7,876.4,57.3,NA
YR1_WVU_R4_P414,WVU,4,414,94015,S. purpurea,F,17.38,33.75,30.61,2.44,0.42,1.96,17,136,8.00,9.33,19.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,221.6,63.5,NA
YR1_WVU_R5_P648,WVU,5,648,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.22,12,60,5.00,2.43,20.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.4,NA
YR1_WVU_R6_P766,WVU,6,766,94015,S. purpurea,F,NA,NA,NA,NA,NA,1.62,8,59,7.38,3.68,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8,NA
YR1_Geneva_R1_P59,Geneva,1,59,94014,S. purpurea,F,17.02,39.05,27.84,2.22,0.41,1.68,19,151,7.95,9.78,10.00,6.72,0.0718,93.59,0.0107,6.95,1.24,14.46,5.62,0.4,31.1,692.8,31.7,28.8
YR1_Geneva_R2_P230,Geneva,2,230,94014,S. purpurea,F,17.55,37.88,28.84,2.07,0.43,2.40,8,66,8.25,4.74,11.50,8.33,0.1043,79.87,0.0125,7.65,1.41,15.4,5.44,0.44,29.9,679.1,40.5,31.2
YR1_Geneva_R3_P384,Geneva,3,384,94014,S. purpurea,F,17.48,42.27,26.26,1.52,0.51,2.12,12,97,8.08,6.37,12.25,15.52,0.139,111.65,0.0090,9.53,1.96,20.43,4.87,0.47,24.2,190.0,47.2,36.3
YR1_Geneva_R4_P400,Geneva,4,400,94014,S. purpurea,F,16.55,34.05,30.60,2.95,0.47,2.45,32,274,8.56,19.60,9.50,11.40,0.1065,107.04,0.0093,8.62,1.67,18.2,5.17,0.43,33.1,708.5,42.2,41.5
YR1_Geneva_R5_P547,Geneva,5,547,94014,S. purpurea,F,NA,NA,NA,NA,NA,2.42,27,238,8.81,17.55,9.75,12.78,0.095,134.53,0.0074,9.44,1.64,19.72,5.77,0.41,31.7,520.1,24.1,30.7
YR1_Geneva_R6_P653,Geneva,6,653,94014,S. purpurea,F,NA,NA,NA,NA,NA,1.78,13,96,7.38,5.75,11.50,5.25,0.0537,97.77,0.0102,5.68,1.21,11.62,4.69,0.49,28.7,616.6,36.2,42.7
YR1_Portland_R1_P9,Portland,1,9,94014,S. purpurea,F,16.66,33.84,31.95,2.16,0.39,1.40,11,59,5.36,2.68,11.25,5.31,0.0441,120.41,0.0083,5.46,1.12,15.73,4.88,0.27,27.7,277.1,45.3,44.0
YR1_Portland_R2_P177,Portland,2,177,94014,S. purpurea,F,16.37,33.20,33.20,2.08,0.43,1.08,3,17,5.67,0.76,10.50,1.95,0.0351,55.56,0.0180,3.16,5.31,14.31,0.6,0.12,27.1,260.9,42.8,40.0
YR1_Portland_R3_P331,Portland,3,331,94014,S. purpurea,F,17.83,38.27,29.14,1.72,0.46,1.29,12,60,5.00,2.47,13.50,7.37,0.0485,151.96,0.0066,6.93,1.41,22.69,4.93,0.18,30.7,561.4,34.5,60.7
YR1_Portland_R4_P425,Portland,4,425,94014,S. purpurea,F,18.25,38.45,28.67,1.45,0.44,1.75,8,48,6.00,2.43,10.00,4.34,0.0317,136.91,0.0073,4.93,1.15,17.63,4.31,0.18,30.8,481.0,47.1,23.5
YR1_Portland_R5_P572,Portland,5,572,94014,S. purpurea,F,NA,NA,NA,NA,NA,1.25,6,33,5.50,1.53,12.50,7.23,0.048,150.63,0.0066,6.78,1.37,13.7,4.96,0.48,31.5,737.6,38.6,48.2
YR1_Portland_R6_P675,Portland,6,675,94014,S. purpurea,F,NA,NA,NA,NA,NA,2.03,5,27,5.40,1.48,17.50,7.20,0.0642,112.15,0.0089,5.73,1.53,12.37,3.75,0.59,32.0,602.6,49.5,37.6
YR1_WVU_R1_P59,WVU,1,59,94014,S. purpurea,F,17.30,36.37,30.40,1.88,0.55,1.70,11,90,8.18,6.06,26.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,603.5,59.2,NA
YR1_WVU_R2_P150,WVU,2,150,94014,S. purpurea,F,17.37,36.46,29.30,2.27,0.52,1.00,2,16,8.00,1.01,15.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,526.5,56.1,NA
YR1_WVU_R3_P366,WVU,3,366,94014,S. purpurea,F,17.58,39.07,28.02,2.49,0.46,1.60,7,35,5.00,1.48,10.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,532.3,57.0,NA
YR1_WVU_R4_P433,WVU,4,433,94014,S. purpurea,F,18.39,41.65,27.51,1.59,0.49,1.99,5,23,4.60,0.89,11.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.3,238.3,56.2,NA
YR1_WVU_R5_P611,WVU,5,611,94014,S. purpurea,F,NA,NA,NA,NA,NA,1.83,10,76,7.60,4.60,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,NA
YR1_WVU_R6_P760,WVU,6,760,94014,S. purpurea,F,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA
YR1_Geneva_R1_P88,Geneva,1,88,94013,S. purpurea,F,17.54,39.07,27.54,2.13,0.45,2.05,19,163,8.58,11.58,10.00,4.02,0.0616,65.26,0.0153,5.55,0.93,11.17,5.98,0.41,31.6,686.8,27.1,24.2
YR1_Geneva_R2_P176,Geneva,2,176,94013,S. purpurea,F,18.40,39.70,26.45,1.80,0.49,2.38,24,179,7.46,11.33,12.00,9.02,0.0882,102.27,0.0098,8.5,1.4,17.5,6.09,0.37,27.4,667.3,36.9,29.7
YR1_Geneva_R3_P334,Geneva,3,334,94013,S. purpurea,F,18.57,39.91,26.59,1.64,0.43,2.33,15,120,8.00,8.22,11.50,7.87,0.0765,102.88,0.0097,7.91,1.33,16.19,5.93,0.38,26.5,586.4,33.1,46.6
YR1_Geneva_R4_P467,Geneva,4,467,94013,S. purpurea,F,17.85,37.00,28.24,1.92,0.44,2.33,20,188,9.40,14.86,13.25,6.43,0.0916,70.20,0.0142,6.95,1.24,13.58,5.62,0.44,32.2,841.9,25.9,29.8
YR1_Geneva_R5_P548,Geneva,5,548,94013,S. purpurea,F,NA,NA,NA,NA,NA,2.33,22,199,9.05,14.96,11.50,5.37,0.077,69.74,0.0143,5.98,1.15,12.34,5.22,0.44,31.6,778.3,31.0,33.5
YR1_Geneva_R6_P668,Geneva,6,668,94013,S. purpurea,F,NA,NA,NA,NA,NA,2.65,17,166,9.76,13.62,10.50,11.09,0.0717,154.67,0.0065,8.84,1.65,18.29,5.37,0.42,28.4,739.9,39.6,23.3
YR1_Portland_R1_P13,Portland,1,13,94013,S. purpurea,F,16.95,34.80,30.92,2.10,0.49,1.65,10,61,6.10,3.28,18.50,9.67,0.0644,150.16,0.0067,8.57,1.47,41.21,5.84,0.07,27.9,332.5,35.9,38.5
YR1_Portland_R2_P206,Portland,2,206,94013,S. purpurea,F,17.31,40.86,28.56,1.53,0.44,1.23,11,68,6.18,3.36,10.00,5.40,0.0417,129.50,0.0077,5.42,1.2,24.7,4.52,0.11,25.7,264.3,37.1,33.6
YR1_Portland_R3_P386,Portland,3,386,94013,S. purpurea,F,17.37,41.34,28.18,1.42,0.44,2.22,13,115,8.85,8.29,11.00,9.65,0.0597,161.64,0.0062,8.14,1.67,28.43,4.86,0.15,32.9,553.8,51.8,43.7
YR1_Portland_R4_P416,Portland,4,416,94013,S. purpurea,F,18.19,40.96,27.67,1.27,0.42,1.43,5,18,3.60,0.68,9.50,4.76,0.0257,185.21,0.0054,4.74,1.37,19.09,3.45,0.16,31.7,557.7,48.5,42.8
YR1_Portland_R5_P626,Portland,5,626,94013,S. purpurea,F,NA,NA,NA,NA,NA,2.15,16,141,8.81,10.31,11.50,10.05,0.0828,121.38,0.0082,8.74,1.49,18.12,5.86,0.38,34.2,853.0,34.7,37.8
YR1_Portland_R6_P698,Portland,6,698,94013,S. purpurea,F,NA,NA,NA,NA,NA,2.22,17,124,7.29,7.49,10.00,8.99,0.0656,137.04,0.0073,7.44,1.52,15.31,4.9,0.48,32.3,693.8,49.9,42.9
YR1_WVU_R1_P127,WVU,1,127,94013,S. purpurea,F,17.02,33.20,31.32,2.12,0.45,1.53,9,66,7.33,3.99,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7,643.3,58.0,NA
YR1_WVU_R2_P205,WVU,2,205,94013,S. purpurea,F,17.65,38.67,29.07,1.96,0.48,2.14,6,55,9.17,4.03,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,767.6,51.2,NA
YR1_WVU_R3_P324,WVU,3,324,94013,S. purpurea,F,17.11,38.12,29.39,2.13,0.43,2.45,13,110,8.46,7.63,14.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0,802.8,52.4,NA
YR1_WVU_R4_P400,WVU,4,400,94013,S. purpurea,F,17.15,34.29,30.75,2.38,0.41,1.55,15,116,7.73,7.45,14.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,240.9,54.4,NA
YR1_WVU_R5_P610,WVU,5,610,94013,S. purpurea,F,NA,NA,NA,NA,NA,1.34,6,53,8.83,3.71,17.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7,NA
YR1_WVU_R6_P667,WVU,6,667,94013,S. purpurea,F,NA,NA,NA,NA,NA,1.91,16,157,9.81,13.19,17.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,NA
YR1_Geneva_R1_P116,Geneva,1,116,94012,S. purpurea,F,16.84,38.95,28.28,2.18,0.39,2.31,23,195,8.48,13.38,8.50,11.12,0.0862,129.00,0.0078,7.66,1.86,16.46,4.13,0.52,30.9,692.7,39.9,29.7
YR1_Geneva_R2_P155,Geneva,2,155,94012,S. purpurea,F,17.46,38.64,28.17,1.77,0.39,2.54,37,318,8.59,22.81,9.50,10.42,0.0986,105.68,0.0095,8.02,1.63,18.56,4.93,0.38,24.0,635.2,50.7,45.6
YR1_Geneva_R3_P276,Geneva,3,276,94012,S. purpurea,F,17.26,35.46,29.46,2.31,0.29,2.27,27,233,8.63,16.34,8.75,7.68,0.0833,92.20,0.0108,7.25,1.31,15.05,5.52,0.43,29.6,699.2,39.9,36.9
YR1_Geneva_R4_P451,Geneva,4,451,94012,S. purpurea,F,16.84,37.53,28.87,2.20,0.59,2.67,30,313,10.43,27.25,8.25,9.10,0.1017,89.48,0.0112,7.66,1.53,15.72,5.02,0.46,30.1,580.0,37.1,47.5
YR1_Geneva_R5_P533,Geneva,5,533,94012,S. purpurea,F,NA,NA,NA,NA,NA,2.51,22,192,8.73,13.96,9.00,12.01,0.1058,113.52,0.0088,8.47,1.78,19.76,4.75,0.39,28.8,537.5,38.7,38.7
YR1_Geneva_R6_P778,Geneva,6,778,94012,S. purpurea,F,NA,NA,NA,NA,NA,2.29,38,298,7.84,19.10,8.00,7.17,0.0541,132.53,0.0075,7.07,1.34,14.5,5.27,0.43,26.0,465.2,28.6,34.0
YR1_Portland_R1_P7,Portland,1,7,94012,S. purpurea,F,17.01,37.54,30.02,1.75,0.54,1.69,14,99,7.07,5.71,12.00,7.40,0.0554,133.57,0.0075,5.51,1.66,29.91,3.31,0.1,27.8,329.5,42.2,39.6
YR1_Portland_R2_P156,Portland,2,156,94012,S. purpurea,F,16.70,35.21,31.44,2.22,0.48,1.36,11,59,5.36,2.54,10.50,12.27,0.0538,228.07,0.0044,6.39,2.52,94.92,2.54,0.02,31.1,263.3,37.8,45.4
YR1_Portland_R3_P381,Portland,3,381,94012,S. purpurea,F,17.67,40.63,28.20,1.62,0.45,2.01,23,130,5.65,6.28,10.00,7.45,0.0352,211.65,0.0047,7.2,1.38,20.04,5.21,0.23,34.1,286.2,52.0,40.4
YR1_Portland_R4_P433,Portland,4,433,94012,S. purpurea,F,18.21,40.18,27.99,1.36,0.47,1.24,6,34,5.67,1.87,11.00,4.41,0.0213,207.04,0.0048,4.22,1.29,15.25,3.26,0.24,30.9,588.6,54.9,35.7
YR1_Portland_R5_P562,Portland,5,562,94012,S. purpurea,F,NA,NA,NA,NA,NA,1.98,21,127,6.05,7.00,9.50,6.39,0.0566,112.90,0.0089,5.63,1.37,12.52,4.12,0.51,29.6,610.3,47.5,36.0
YR1_Portland_R6_P737,Portland,6,737,94012,S. purpurea,F,NA,NA,NA,NA,NA,0.98,7,32,4.57,1.34,11.25,6.83,0.0533,128.14,0.0078,6,1.47,12.96,4.07,0.51,33.4,835.0,38.5,45.0
YR1_WVU_R1_P21,WVU,1,21,94012,S. purpurea,F,17.22,36.50,29.68,2.08,0.50,1.83,6,45,7.50,2.79,9.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,695.2,52.8,NA
YR1_WVU_R2_P229,WVU,2,229,94012,S. purpurea,F,16.74,34.49,29.63,3.17,0.49,1.52,2,6,3.00,0.28,16.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.6,684.6,47.8,NA
YR1_WVU_R3_P303,WVU,3,303,94012,S. purpurea,F,16.83,37.17,29.48,2.45,0.38,2.01,15,97,6.47,5.57,13.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,569.0,51.4,NA
YR1_WVU_R4_P485,WVU,4,485,94012,S. purpurea,F,16.80,33.19,31.81,2.93,0.35,1.83,11,64,5.82,3.27,9.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9,215.0,45.0,NA
YR1_WVU_R5_P584,WVU,5,584,94012,S. purpurea,F,NA,NA,NA,NA,NA,1.90,10,73,7.30,4.28,8.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,NA
YR1_WVU_R6_P763,WVU,6,763,94012,S. purpurea,F,NA,NA,NA,NA,NA,1.72,9,59,6.56,3.21,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA
YR1_Geneva_R1_P21,Geneva,1,21,94011,S. purpurea,F,17.89,40.04,26.49,2.09,0.37,1.75,14,91,6.50,4.94,10.00,5.42,0.0677,80.06,0.0125,6.19,1.14,12.91,5.41,0.41,31.6,664.8,44.9,33.7
YR1_Geneva_R2_P164,Geneva,2,164,94011,S. purpurea,F,17.36,38.33,27.90,2.00,0.47,2.91,37,360,9.73,29.47,11.75,15.02,0.1095,137.17,0.0073,10.37,1.84,22.29,5.63,0.38,25.5,560.5,28.2,41.4
YR1_Geneva_R3_P280,Geneva,3,280,94011,S. purpurea,F,17.33,36.22,29.21,2.10,0.36,2.42,23,187,8.13,12.59,9.00,10.71,0.0829,129.19,0.0077,8.79,1.63,18.22,5.4,0.41,28.3,761.0,29.2,25.7
YR1_Geneva_R4_P465,Geneva,4,465,94011,S. purpurea,F,18.24,38.52,27.13,1.48,0.42,2.57,37,313,8.46,22.47,10.75,11.52,0.0991,116.25,0.0086,9.91,1.54,20.24,6.44,0.35,32.5,637.8,46.3,57.9
YR1_Geneva_R5_P644,Geneva,5,644,94011,S. purpurea,F,NA,NA,NA,NA,NA,2.46,23,205,8.91,15.18,9.00,7.34,0.0589,124.62,0.0080,7.17,1.31,15.02,5.49,0.41,32.3,578.8,40.7,37.0
YR1_Geneva_R6_P753,Geneva,6,753,94011,S. purpurea,F,NA,NA,NA,NA,NA,2.31,24,204,8.50,14.39,8.25,6.99,0.0791,88.37,0.0113,7.14,1.27,16.35,5.64,0.33,26.3,635.3,39.4,40.7
YR1_Portland_R1_P17,Portland,1,17,94011,S. purpurea,F,16.96,34.81,31.17,2.29,0.37,1.39,11,64,5.82,3.16,10.75,6.31,0.0549,114.94,0.0087,5.89,11.35,23.87,0.52,0.14,28.9,332.0,45.3,42.0
YR1_Portland_R2_P201,Portland,2,201,94011,S. purpurea,F,16.47,33.55,32.38,2.47,0.49,1.15,12,60,5.00,2.45,13.50,5.11,0.0271,188.56,0.0053,5.6,1.19,26.37,4.73,0.09,25.7,346.1,48.5,41.8
YR1_Portland_R3_P368,Portland,3,368,94011,S. purpurea,F,16.97,38.57,29.56,1.80,0.47,1.61,17,88,5.18,3.88,16.00,6.67,0.0425,156.94,0.0064,6.62,1.23,28.03,5.37,0.11,31.5,638.5,44.2,47.0
YR1_Portland_R4_P473,Portland,4,473,94011,S. purpurea,F,17.73,37.58,29.62,1.83,0.79,1.15,34,164,4.82,6.55,20.00,3.66,0.0348,105.17,0.0095,3.37,1.26,8.01,2.68,0.72,32.5,605.1,36.9,55.5
YR1_Portland_R5_P643,Portland,5,643,94011,S. purpurea,F,NA,NA,NA,NA,NA,2.16,20,159,7.95,10.30,10.00,8.01,0.0707,113.30,0.0088,6.74,1.41,14.34,4.79,0.49,34.3,797.0,37.1,58.3
YR1_Portland_R6_P732,Portland,6,732,94011,S. purpurea,F,NA,NA,NA,NA,NA,1.35,8,37,4.63,1.52,13.25,3.61,0.0365,98.90,0.0101,4.55,0.95,9.94,4.79,0.46,32.9,823.8,36.9,45.6
YR1_WVU_R1_P16,WVU,1,16,94011,S. purpurea,F,18.21,39.19,27.31,2.12,0.50,1.45,2,19,9.50,1.42,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,780.7,42.4,NA
YR1_WVU_R2_P149,WVU,2,149,94011,S. purpurea,F,18.91,40.53,27.27,1.43,0.44,1.76,9,56,6.22,3.00,13.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,567.2,51.8,NA
YR1_WVU_R3_P278,WVU,3,278,94011,S. purpurea,F,17.64,38.85,28.37,2.30,0.47,2.26,12,94,7.83,5.98,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.8,852.9,47.1,NA
YR1_WVU_R4_P520,WVU,4,520,94011,S. purpurea,F,18.02,36.14,29.37,2.51,0.44,1.05,2,8,4.00,0.50,3.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.9,305.9,53.1,NA
