SID,Location,Replicate,Plot,Clone,Species,Gender,CDIA,CFOR,VPH,FPH,HEMI,CELL,LIG,ASH,SPGR,HT,Sno,Total diam (mm),SDIA,SA,IL,LFA,LFWT,SLA,LMA,LFL,LFW,LFP,Leaf Factor,Leaf Aspect Ratio,Conductance Temp °C,gs,AugSPAD,SeptSPAD,YLD
YR2_Portland_R1_P24,Portland,1,24,01-01-001,S. purpurea,M,30.3,45.2,NA,NA,16.9368,38.7116,29.7108,1.2476,0.49,2.35,11,87,7.91,5.63,15.00,8.39,0.092,91.20,0.01097,6.28,1.57,14.3,4.01,0.52,29.8,518.2,50.8,56.2,1.07
YR2_Portland_R2_P179,Portland,2,179,01-01-001,S. purpurea,M,18.3,59.0,NA,NA,17.1218,40.0675,28.9185,1.4641,0.52,3.22,10,103,10.30,9.10,12.25,6.33,0.0759,83.40,0.01199,6.31,1.28,15.28,4.93,0.34,33.0,425.0,47.0,50.1,1.91
YR2_Portland_R3_P338,Portland,3,338,01-01-001,S. purpurea,M,17.9,59.6,NA,NA,17.7172,38.6227,28.6441,1.2718,0.47,2.63,12,105,8.75,7.99,22.00,11.35,0.103,110.19,0.00907,8.32,1.64,17.9,5.07,0.45,25.8,303.7,42.9,41.6,3.46
YR2_Portland_R4_P488,Portland,4,488,01-01-001,S. purpurea,M,37.9,38.8,NA,NA,17.0247,38.3580,29.8735,1.6128,0.52,2.59,16,154,9.63,12.05,14.00,6.5,0.0678,95.87,0.01043,4.98,1.6,10.96,3.11,0.68,29.6,391.8,44.8,47.2,1.19
YR2_Portland_R5_P593,Portland,5,593,01-01-001,S. purpurea,M,39.4,37.7,NA,NA,NA,NA,NA,NA,NA,2.44,13,120,9.23,9.06,13.50,11.45,0.1,114.50,0.00873,8.48,1.58,15.67,5.36,0.59,30.0,388.4,49.4,56.6,0.72
YR2_Portland_R6_P684,Portland,6,684,01-01-001,S. purpurea,M,29.1,46.3,NA,NA,NA,NA,NA,NA,NA,2.67,18,153,8.50,11.43,16.00,11.31,0.12,94.25,0.01061,8.67,1.69,16.32,5.13,0.53,29.6,271.0,45.2,49.0,1.79
YR2_WVU_R1_P115,WVU,1,115,01-01-001,S. purpurea,M,27,48.5,108,81,16.5468,40.9474,28.5762,1.5402,0.51,2.80,26,227,8.73,16.25,NA,9.21,0.0977,94.27,0.01061,6.44,1.77,33.5,3.64,0.1,30.8,627.2,NA,45.9,2.64
YR2_WVU_R2_P201,WVU,2,201,01-01-001,S. purpurea,M,20,56.7,108,115,16.8930,39.2069,28.5076,1.9443,0.50,2.07,20,134,6.70,7.59,NA,8.09,0.0798,101.38,0.00986,5.8,1.7,12.97,3.41,0.6,35.8,720.4,NA,61.6,0.66
YR2_WVU_R3_P301,WVU,3,301,01-01-001,S. purpurea,M,73,22.7,115,81,16.9584,40.1178,28.5664,1.4645,0.49,2.86,20,196,9.80,16.30,NA,9.45,0.0827,114.27,0.00875,7.3,1.56,37.23,4.68,0.09,32.7,821.0,NA,50.9,2.31
YR2_WVU_R4_P431,WVU,4,431,01-01-001,S. purpurea,M,41,36.6,115,81,16.9844,42.9071,26.5463,1.2739,0.49,3.19,26,300,11.54,29.22,NA,19.36,0.1353,143.09,0.00699,11.43,2.35,27.81,4.86,0.31,28.4,466.5,NA,46.6,2.09
YR2_WVU_R5_P593,WVU,5,593,01-01-001,S. purpurea,M,19,58.1,108,81,NA,NA,NA,NA,NA,2.88,18,183,10.17,16.00,NA,11.29,0.1351,83.57,0.01197,8.01,1.65,29.1,4.84,0.17,31.3,570.3,NA,NA,2.09
YR2_WVU_R6_P764,WVU,6,764,01-01-001,S. purpurea,M,1,88.1,108,81,NA,NA,NA,NA,NA,2.40,9,90,10.00,7.62,NA,9.73,0.0965,100.83,0.00992,7.33,1.54,15.93,4.76,0.48,32.7,622.2,NA,NA,1.10
YR2_Geneva_R1_P113,Geneva,1,113,00-01-106,S. purpurea,F,40,37.3,103,103,18.3955,41.2835,26.6223,1.9080,0.49,2.82,28,276,9.86,24.69,16.05,5.05,0.0608,83.06,0.01204,4.68,1.41,10.83,3.32,0.54,29.9,813.9,40.30,25.50,2.09
YR2_Geneva_R2_P166,Geneva,2,166,00-01-106,S. purpurea,F,37.5,39.1,111,103,18.2321,41.8798,26.0644,1.8724,0.47,3.27,33,314,9.52,25.43,17.90,15.27,0.1269,120.33,0.00831,9.68,1.86,19.91,5.2,0.48,29.3,638.6,45.57,38.30,3.94
YR2_Geneva_R3_P353,Geneva,3,353,00-01-106,S. purpurea,F,43.6,35.0,111,103,18.4744,42.0850,26.6527,1.5127,0.49,2.88,23,232,10.09,20.58,17.20,7.18,0.086,83.49,0.01198,6.69,1.41,11.84,4.75,0.64,26.8,464.3,35.23,34.27,2.09
YR2_Geneva_R4_P510,Geneva,4,510,00-01-106,S. purpurea,F,21.5,54.8,111,103,17.9992,42.3205,26.6576,1.5107,0.48,3.33,16,132,8.25,10.16,18.10,10.24,0.0973,105.24,0.00950,6.9,1.92,14.46,3.59,0.62,26.5,584.5,39.13,37.30,2.09
YR2_Geneva_R5_P541,Geneva,5,541,00-01-106,S. purpurea,F,30.6,44.9,111,103,NA,NA,NA,NA,NA,2.27,17,178,10.47,15.11,16.35,5.57,0.0622,89.55,0.01117,5.72,1.15,10.89,4.97,0.59,26.9,466.7,37.57,29.57,1.73
YR2_Geneva_R6_P739,Geneva,6,739,00-01-106,S. purpurea,F,47.2,32.9,111.0,103,NA,NA,NA,NA,NA,2.16,37,301,8.14,20.76,19.75,5.5,0.0648,84.88,0.01178,5.65,1.16,10.03,4.88,0.69,25.4,305.8,42.13,36.80,1.97
YR2_Portland_R1_P72,Portland,1,72,00-01-106,S. purpurea,F,18.7,58.5,NA,NA,16.9331,41.8431,28.0052,1.5265,0.52,2.36,20,141,7.05,8.80,13.50,9.32,0.1036,89.96,0.01112,7.42,1.6,25.06,4.65,0.19,31.4,714.7,48.6,47.6,0.98
YR2_Portland_R2_P226,Portland,2,226,00-01-106,S. purpurea,F,1.2,87.7,NA,NA,16.8670,39.5396,28.8773,1.6439,0.72,1.71,6,33,5.50,1.50,20.50,6.13,0.0586,104.61,0.00956,5.25,1.33,32.42,3.96,0.07,33.1,729.3,44.7,43.7,NA
YR2_Portland_R3_P379,Portland,3,379,00-01-106,S. purpurea,F,23.4,52.5,NA,NA,17.7188,38.9814,28.9178,1.6818,0.51,2.32,13,94,7.23,6.13,19.50,9.85,0.0995,98.99,0.01010,7.44,1.6,16.15,4.66,0.47,27.2,384.2,49.2,42.8,0.85
YR2_Portland_R4_P511,Portland,4,511,00-01-106,S. purpurea,F,91.5,18.4,NA,NA,17.8530,41.9930,26.9609,1.1047,0.47,2.69,13,107,8.23,7.70,18.50,12.59,0.1475,85.36,0.01172,8.03,1.79,17.92,4.48,0.49,29.5,410.9,43.5,45.1,0.61
YR2_Portland_R5_P537,Portland,5,537,00-01-106,S. purpurea,F,43.6,35.0,NA,NA,NA,NA,NA,NA,NA,2.41,15,134,8.93,9.94,12.00,7.87,0.1157,68.02,0.01470,6.06,1.55,13.27,3.9,0.56,31.6,323.7,50.3,51.9,1.10
YR2_Portland_R6_P776,Portland,6,776,00-01-106,S. purpurea,F,78.7,21.2,NA,NA,NA,NA,NA,NA,NA,2.23,22,196,8.91,14.83,17.50,11.32,0.1112,101.80,0.00982,9.55,1.63,16.83,5.84,0.5,25.4,98.7,49.1,44.6,1.58
YR2_WVU_R1_P100,WVU,1,100,00-01-106,S. purpurea,F,60,26.9,108,115,16.6489,38.3634,28.8192,1.9577,0.56,2.07,34,191,5.62,9.01,NA,4.43,0.0503,88.07,0.01135,4.65,1.09,10.42,4.26,0.51,32.5,531.3,NA,44.4,1.05
YR2_WVU_R2_P256,WVU,2,256,00-01-106,S. purpurea,F,28,47.4,108,81,17.9133,41.5934,27.1521,1.4110,0.43,3.60,27,234,8.67,17.34,NA,10.61,0.0831,127.68,0.00783,7.8,1.74,33.32,4.48,0.12,28.5,183.4,NA,40.4,3.16
YR2_WVU_R3_P340,WVU,3,340,00-01-106,S. purpurea,F,16,62.3,108,81,17.2181,43.1352,27.2562,1.5613,0.50,3.69,21,190,9.05,14.07,NA,9.34,0.0929,100.54,0.00995,7.29,1.67,30.24,4.37,0.13,32.1,816.2,NA,50.0,1.29
YR2_WVU_R4_P493,WVU,4,493,00-01-106,S. purpurea,F,58,27.7,108,108,16.9682,41.9941,26.9617,1.3771,0.55,2.52,7,62,8.86,4.63,NA,13.23,0.1462,90.49,0.01105,9.12,1.73,39.69,5.26,0.11,26.8,261.1,NA,50.8,0.47
YR2_WVU_R5_P621,WVU,5,621,00-01-106,S. purpurea,F,33,42.7,108,81,NA,NA,NA,NA,NA,2.67,9,91,10.11,8.22,NA,12.19,0.1174,103.83,0.00963,9.42,1.65,23.81,5.69,0.27,32.3,545.5,NA,NA,1.40
YR2_WVU_R6_P697,WVU,6,697,00-01-106,S. purpurea,F,42,36.0,108,102,NA,NA,NA,NA,NA,2.55,23,182,7.91,11.83,NA,21.85,0.1258,173.69,0.00576,10.27,2.47,28.08,4.15,0.35,32.6,416.8,NA,NA,1.76
YR2_Geneva_R1_P66,Geneva,1,66,00-01-105,S. purpurea,M,46.8,33.1,103,91,17.7360,41.9406,26.5396,2.2274,0.52,2.34,31,291,9.39,23.62,9.05,3.32,0.0455,72.97,0.01370,4.21,1.07,9,3.95,0.52,29.1,640.1,44.07,38.17,2.48
YR2_Geneva_R2_P179,Geneva,2,179,00-01-105,S. purpurea,M,35.2,40.9,111,91,17.8286,43.4534,26.6615,1.4840,0.50,3.46,41,416,10.15,36.40,9.85,5.02,0.0595,84.37,0.01185,5.23,1.17,10.74,4.46,0.55,30.1,451.8,44.97,39.93,4.22
YR2_Geneva_R3_P340,Geneva,3,340,00-01-105,S. purpurea,M,28.9,46.5,111,91,17.4680,43.8898,26.5160,1.4021,0.50,3.14,22,230,10.45,21.00,8.55,6.36,0.0621,102.42,0.00976,6.26,1.22,23.88,5.14,0.14,25.5,462.4,39.57,48.70,4.22
YR2_Geneva_R4_P454,Geneva,4,454,00-01-105,S. purpurea,M,32.2,43.4,111,103,17.7710,43.6056,26.1683,1.4611,0.50,3.40,19,214,11.26,20.31,10.60,4.62,0.056,82.50,0.01212,5.5,1.05,9.63,5.23,0.63,25.0,408.1,49.70,32.60,3.22
YR2_Geneva_R5_P571,Geneva,5,571,00-01-105,S. purpurea,M,35.4,40.7,111,103,NA,NA,NA,NA,NA,3.80,42,440,10.48,40.76,8.30,7.14,0.091,78.46,0.01275,7.06,1.27,13.87,5.57,0.47,27.7,550.3,44.03,36.33,5.95
YR2_Geneva_R6_P707,Geneva,6,707,00-01-105,S. purpurea,M,24.6,51.1,111.0,103,NA,NA,NA,NA,NA,4.04,26,273,10.50,25.61,9.30,9.14,0.1083,84.40,0.01185,7.58,1.57,14.24,4.83,0.57,22.2,235.0,44.53,40.30,4.22
YR2_Portland_R1_P82,Portland,1,82,00-01-105,S. purpurea,M,34.5,41.5,NA,NA,16.7004,44.0845,27.4695,1.0802,0.56,3.03,15,133,8.87,9.89,10.75,8.35,0.0772,108.16,0.00925,6.8,1.42,40.22,4.79,0.06,33.2,811.3,44.9,46.4,1.98
YR2_Portland_R2_P180,Portland,2,180,00-01-105,S. purpurea,M,32.6,43.1,NA,NA,16.9986,43.5719,27.3527,0.9807,0.52,3.38,11,127,11.55,11.99,23.25,5.82,0.0792,73.48,0.01361,6.88,1.17,14.32,5.87,0.36,32.9,216.6,47.0,50.3,1.61
YR2_Portland_R3_P334,Portland,3,334,00-01-105,S. purpurea,M,30.4,45.1,NA,NA,16.4438,41.1211,28.3834,1.7947,0.54,3.05,13,106,8.15,7.38,20.50,14.55,0.1094,133.00,0.00752,8.43,2.02,18.35,4.18,0.54,26.4,363.4,49.0,42.9,0.99
YR2_Portland_R4_P463,Portland,4,463,00-01-105,S. purpurea,M,NA,NA,NA,NA,17.0593,41.6090,28.2383,1.3135,0.54,NA,0,NA,#VALUE!,NA,NA,NA,NA,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YR2_Portland_R5_P525,Portland,5,525,00-01-105,S. purpurea,M,36.8,39.6,NA,NA,NA,NA,NA,NA,NA,2.76,21,184,8.76,13.70,22.50,10.84,0.1364,79.47,0.01258,7.7,1.72,17.5,4.49,0.45,29.8,588.7,48.1,44.6,1.98
YR2_Portland_R6_P680,Portland,6,680,00-01-105,S. purpurea,M,28.1,47.3,NA,NA,NA,NA,NA,NA,NA,2.90,15,161,10.73,14.57,15.00,13.56,0.1382,98.12,0.01019,10.1,1.7,19.58,5.94,0.44,29.8,208.3,44.8,50.0,2.35
YR2_WVU_R1_P124,WVU,1,124,00-01-105,S. purpurea,M,39,38.0,102,57,17.5891,43.6017,26.4669,1.2291,0.52,4.03,36,410,11.39,40.48,NA,16.86,0.1577,106.91,0.00935,12.35,1.79,55.64,6.9,0.07,28.7,506.0,NA,41.7,5.28
YR2_WVU_R2_P239,WVU,2,239,00-01-105,S. purpurea,M,4,82.5,108,74,17.1309,44.2602,26.4295,1.3926,0.53,3.24,14,148,10.57,12.94,NA,5.34,0.0681,78.41,0.01275,6.57,1.1,15.01,5.97,0.3,28.7,238.3,NA,36.7,1.26
YR2_WVU_R3_P327,WVU,3,327,00-01-105,S. purpurea,M,29,46.4,115,74,17.0970,43.3931,26.9749,1.3378,0.54,3.26,11,89,8.09,6.40,NA,9.66,0.1035,93.33,0.01071,9.23,2.22,43.43,4.16,0.06,32.0,446.3,NA,37.1,1.95
YR2_WVU_R4_P419,WVU,4,419,00-01-105,S. purpurea,M,80,20.9,108,74,17.8296,45.4125,25.5659,1.3029,0.54,3.44,20,234,11.70,23.00,NA,13.36,0.1426,93.69,0.01067,9.29,1.96,37.3,4.73,0.12,29.8,473.2,NA,32.6,2.18
YR2_WVU_R5_P549,WVU,5,549,00-01-105,S. purpurea,M,18,59.4,108,81,NA,NA,NA,NA,NA,3.00,16,150,9.38,12.35,NA,11.68,0.1225,95.35,0.01049,7.87,1.84,21.79,4.27,0.31,31.5,531.4,NA,NA,1.95
YR2_WVU_R6_P664,WVU,6,664,00-01-105,S. purpurea,M,12,68.5,108,57,NA,NA,NA,NA,NA,3.71,19,188,9.89,16.92,NA,9.52,0.1512,62.96,0.01588,7.02,1.71,22.65,4.09,0.23,33.4,440.2,NA,NA,2.64
YR2_Geneva_R1_P107,Geneva,1,107,00-01-104,S. purpurea,F,20.3,56.3,111,111,18.8372,41.9618,25.9385,1.7976,0.45,3.75,42,523,12.45,59.89,14.00,6,0.0776,77.32,0.01293,4.47,1.75,10.81,2.56,0.65,30.1,350.4,48.13,42.07,7.14
YR2_Geneva_R2_P220,Geneva,2,220,00-01-104,S. purpurea,F,23.8,52.0,111,111,19.2913,40.2522,26.7742,1.6319,0.45,3.04,20,184,9.20,14.61,8.25,3.31,0.0456,72.59,0.01378,3.57,1.21,7.88,2.95,0.67,28.0,607.6,33.83,35.30,1.52
YR2_Geneva_R3_P281,Geneva,3,281,00-01-104,S. purpurea,F,25.8,49.8,111,111,19.0074,40.6712,26.7712,1.6701,0.44,3.21,35,281,8.03,20.19,9.20,3,0.0447,67.11,0.01490,3.36,1.25,12.08,2.7,0.26,27.6,527.5,43.57,34.97,1.99
YR2_Geneva_R4_P485,Geneva,4,485,00-01-104,S. purpurea,F,22.8,53.2,111,103,18.6210,42.4373,26.1660,1.3897,0.42,3.70,38,438,11.53,48.74,6.95,4.16,0.0484,85.95,0.01163,4.31,1.19,8.29,3.64,0.76,28.6,625.6,42.50,32.23,5.03
YR2_Geneva_R5_P582,Geneva,5,582,00-01-104,S. purpurea,F,16.4,61.7,118,111,NA,NA,NA,NA,NA,3.50,21,243,11.57,24.67,6.45,6.97,0.0737,94.57,0.01057,5.31,1.73,12.35,3.07,0.57,26.1,428.3,44.47,42.17,5.15
YR2_Geneva_R6_P737,Geneva,6,737,00-01-104,S. purpurea,F,28.9,46.5,111.0,111,NA,NA,NA,NA,NA,3.18,35,340,9.71,30.66,8.60,6.08,0.074,82.16,0.01217,5.05,1.55,11.02,3.26,0.63,25.3,276.2,37.63,33.63,2.81
YR2_Portland_R1_P106,Portland,1,106,00-01-104,S. purpurea,F,12.0,68.5,NA,NA,17.7449,39.7324,28.3177,1.8747,0.45,2.95,20,188,9.40,15.63,15.00,2.94,0.0552,53.26,0.01878,3.39,14.27,7.64,0.24,0.63,33.2,805.8,46.4,46.5,1.55
YR2_Portland_R2_P186,Portland,2,186,00-01-104,S. purpurea,F,7.1,76.9,NA,NA,17.0678,42.9939,27.6600,1.0738,0.58,2.45,7,69,9.86,5.98,14.00,4.65,0.0428,108.64,0.00920,4.78,1.28,10.09,3.74,0.57,32.6,543.3,39.5,48.0,0.67
YR2_Portland_R3_P282,Portland,3,282,00-01-104,S. purpurea,F,18.1,59.3,NA,NA,18.4173,39.3648,28.5631,1.4827,0.52,2.74,16,134,8.38,9.58,21.50,5.79,0.0717,80.75,0.01238,5.03,1.48,11.41,3.41,0.56,26.5,401.8,47.9,46.5,1.00
YR2_Portland_R4_P508,Portland,4,508,00-01-104,S. purpurea,F,17.3,60.4,NA,NA,17.5046,42.5183,27.6282,1.0917,0.55,2.97,24,217,9.04,17.00,13.50,5.37,0.0716,75.00,0.01333,5.03,1.43,10.66,3.51,0.59,30.0,369.8,46.5,39.8,1.33
YR2_Portland_R5_P597,Portland,5,597,00-01-104,S. purpurea,F,14.4,64.7,NA,NA,NA,NA,NA,NA,NA,3.12,13,119,9.15,9.62,15.00,8.52,0.0696,122.41,0.00817,6.75,1.58,12.62,4.27,0.67,30.4,447.6,43.3,54.2,1.66
YR2_Portland_R6_P724,Portland,6,724,00-01-104,S. purpurea,F,14.2,65.0,NA,NA,NA,NA,NA,NA,NA,3.28,17,191,11.24,18.12,17.00,11.4,0.1003,113.66,0.00880,7.86,1.9,14.14,4.13,0.72,26.9,339.8,54.5,53.5,1.66
YR2_WVU_R1_P96,WVU,1,96,00-01-104,S. purpurea,F,26,49.5,115,115,16.8309,41.0126,28.4216,1.6338,0.47,3.75,42,445,10.60,43.72,NA,12.18,0.118,103.22,0.00969,8.11,1.88,15.4,4.32,0.65,31.6,426.0,NA,45.6,5.25
YR2_WVU_R2_P216,WVU,2,216,00-01-104,S. purpurea,F,23,53.0,115,115,17.3899,40.4578,27.8648,2.0381,0.46,3.63,41,374,9.12,30.10,NA,7.62,0.0823,92.59,0.01080,5.93,1.58,13.08,3.75,0.56,29.8,563.6,NA,35.7,4.37
YR2_WVU_R3_P342,WVU,3,342,00-01-104,S. purpurea,F,28,47.4,115,74,17.9120,41.3569,27.3894,1.8165,0.46,3.22,21,194,9.24,16.08,NA,9.43,0.1184,79.65,0.01256,6.53,1.74,27.15,3.75,0.16,32.0,658.0,NA,44.1,1.75
YR2_WVU_R4_P502,WVU,4,502,00-01-104,S. purpurea,F,28,47.4,115,108,17.5713,38.6110,28.3260,2.4381,0.42,3.84,38,376,9.89,33.55,NA,12.46,0.1395,89.32,0.01120,7.68,2.06,30.77,3.72,0.17,25.5,227.2,NA,43.2,3.83
YR2_WVU_R5_P637,WVU,5,637,00-01-104,S. purpurea,F,2,86.2,115,108,NA,NA,NA,NA,NA,2.85,18,157,8.72,11.46,NA,5.85,0.0641,91.26,0.01096,6.58,1.37,21.01,4.82,0.17,32.4,464.5,NA,NA,2.08
YR2_WVU_R6_P684,WVU,6,684,00-01-104,S. purpurea,F,17,60.8,115,108,NA,NA,NA,NA,NA,3.41,23,257,11.17,23.85,NA,15.32,0.1001,153.05,0.00653,9.34,1.92,32.52,4.86,0.18,33.2,693.1,NA,NA,3.39
YR2_Geneva_R1_P118,Geneva,1,118,00-01-103,S. purpurea,F,50,31.4,111,103,18.1132,43.1410,26.6080,1.6924,0.51,2.66,31,305,9.84,25.64,11.50,5.29,0.0436,121.33,0.00824,5.6,1.23,10.86,4.55,0.56,29.2,832.6,50.57,26.67,2.69
YR2_Geneva_R2_P257,Geneva,2,257,00-01-103,S. purpurea,F,22,54.2,103,103,17.9535,42.1577,27.0610,2.0035,0.46,2.23,22,141,6.41,7.59,19.30,5.56,0.0494,112.55,0.00888,6.05,1.16,11.22,5.22,0.55,29.5,848.4,42.17,35.60,0.73
YR2_Geneva_R3_P284,Geneva,3,284,00-01-103,S. purpurea,F,45.9,33.6,111,103,18.3534,42.4479,26.3077,1.3453,0.47,2.44,29,314,10.83,29.25,8.15,4.8,0.0514,93.39,0.01071,4.85,1.25,9.4,3.87,0.68,27.8,175.2,49.37,30.67,1.83
YR2_Geneva_R4_P452,Geneva,4,452,00-01-103,S. purpurea,F,83,20.2,111,103,17.6640,43.4911,26.8331,1.6818,0.46,2.06,16,160,10.00,13.71,21.40,8.49,0.0983,86.37,0.01158,6.25,1.6,13.6,3.91,0.58,23.7,667.0,49.00,46.47,0.85
YR2_Geneva_R5_P523,Geneva,5,523,00-01-103,S. purpurea,F,65.4,25.0,111,103,NA,NA,NA,NA,NA,2.36,19,183,9.63,14.87,19.15,1.76,0.025,70.40,0.01420,2.34,0.88,4.72,2.65,0.99,22.4,556.5,46.33,39.57,3.42
YR2_Geneva_R6_P749,Geneva,6,749,00-01-103,S. purpurea,F,51.1,30.8,111.0,103,NA,NA,NA,NA,NA,2.84,26,356,13.69,43.76,10.30,10.22,0.1193,85.67,0.01167,6.75,1.8,13.25,3.75,0.73,27.0,405.4,45.63,48.80,5.25
YR2_Portland_R1_P126,Portland,1,126,00-01-103,S. purpurea,F,24.6,51.1,NA,NA,17.6517,41.2992,28.0229,1.7271,0.49,2.38,14,106,7.57,7.27,21.75,6.58,0.0677,97.19,0.01029,5.49,16.91,16.5,0.32,0.3,33.3,757.2,59.5,54.7,2.23
YR2_Portland_R2_P136,Portland,2,136,00-01-103,S. purpurea,F,59.4,27.2,NA,NA,17.5078,41.9892,27.8144,1.5011,0.54,2.35,24,197,8.21,13.67,22.75,7.43,0.0877,84.72,0.01180,6.1,1.47,13.52,4.14,0.51,31.4,668.4,48.2,57.9,1.61
YR2_Portland_R3_P378,Portland,3,378,00-01-103,S. purpurea,F,11.2,69.8,NA,NA,17.6924,41.3538,27.9009,1.3983,0.48,2.11,10,64,6.40,3.80,21.50,6.82,0.0801,85.14,0.01174,5.63,1.4,12.64,4.03,0.54,27.2,423.8,54.8,57.1,1.24
YR2_Portland_R4_P436,Portland,4,436,00-01-103,S. purpurea,F,37.6,39.0,NA,NA,17.8293,38.7603,28.6816,2.0805,0.52,1.92,16,155,9.69,12.45,20.00,9,0.0709,126.94,0.00788,7.78,1.4,12.5,5.56,0.72,29.6,555.4,52.4,54.6,0.50
YR2_Portland_R5_P596,Portland,5,596,00-01-103,S. purpurea,F,26.7,48.8,NA,NA,NA,NA,NA,NA,NA,1.81,14,112,8.00,7.62,27.00,7.05,0.0707,99.72,0.01003,6.45,1.35,13.68,4.77,0.47,30.4,543.0,56.8,64.9,0.25
YR2_Portland_R6_P769,Portland,6,769,00-01-103,S. purpurea,F,32.8,42.9,NA,NA,NA,NA,NA,NA,NA,2.68,66,588,8.91,45.74,27.00,7.23,0.0758,95.38,0.01048,6.12,1.49,11.79,4.11,0.65,25.9,207.2,58.1,43.9,3.60
YR2_WVU_R1_P113,WVU,1,113,00-01-103,S. purpurea,F,50,31.4,108,115,16.6629,42.2579,28.1725,1.4890,0.63,2.12,21,148,7.05,8.97,NA,8.42,0.1103,76.34,0.01310,5.37,1.79,22.62,3,0.21,29.9,638.8,NA,45.8,0.81
YR2_WVU_R2_P219,WVU,2,219,00-01-103,S. purpurea,F,61,26.6,108,81,17.0287,44.2346,26.8490,1.3618,0.44,3.01,52,496,9.54,41.52,NA,6,0.0578,103.81,0.00963,4.69,1.57,11.69,2.98,0.55,29.1,575.1,NA,54.1,4.37
YR2_WVU_R3_P271,WVU,3,271,00-01-103,S. purpurea,F,51,30.9,108,57,17.7337,40.6466,27.5537,1.9836,0.49,2.64,25,221,8.84,16.30,NA,7.21,0.0703,102.56,0.00975,5.87,1.75,22.34,3.36,0.18,33.4,806.4,NA,37.4,1.38
YR2_WVU_R4_P508,WVU,4,508,00-01-103,S. purpurea,F,56,28.6,108,81,16.7794,42.0108,27.5766,1.6827,0.48,2.53,12,127,10.58,10.77,NA,14.35,0.1368,104.90,0.00953,8.98,1.91,34.3,4.7,0.15,25.1,205.3,NA,52.1,2.99
YR2_WVU_R5_P522,WVU,5,522,00-01-103,S. purpurea,F,65,25.1,108,74,NA,NA,NA,NA,NA,2.61,38,395,10.39,34.64,NA,8.8,0.0964,91.29,0.01095,5.84,1.85,26.36,3.16,0.16,29.5,597.3,NA,NA,4.60
YR2_WVU_R6_P745,WVU,6,745,00-01-103,S. purpurea,F,13,66.9,108,81,NA,NA,NA,NA,NA,2.18,13,131,10.08,12.29,NA,7.35,0.0764,96.20,0.01039,6.44,1.36,13.93,4.74,0.48,31.8,513.3,NA,NA,1.38
YR2_Geneva_R1_P121,Geneva,1,121,00-01-102,S. purpurea,M,18.1,59.3,111,91,17.6662,40.2746,26.6490,2.7666,0.47,1.95,2,31,15.50,4.09,6.30,3.9,0.0428,91.12,0.01097,4.05,1.27,7.7,3.2,0.83,28.5,830.8,45.30,50.00,0.45
YR2_Geneva_R2_P258,Geneva,2,258,00-01-102,S. purpurea,M,42.3,35.8,103,91,17.4613,40.8860,26.7292,2.3373,0.45,2.19,12,116,9.67,9.03,9.20,6.08,0.0628,96.82,0.01033,5.85,1.43,12.42,4.08,0.5,30.5,682.1,39.00,45.33,0.57
YR2_Geneva_R3_P264,Geneva,3,264,00-01-102,S. purpurea,M,49.3,31.7,111,91,18.0588,42.9707,25.8161,1.8086,0.46,2.51,19,179,9.42,14.35,7.75,5.32,0.0724,73.48,0.01361,4.41,1.42,9.51,3.1,0.74,29.9,545.3,40.50,36.73,1.36
YR2_Geneva_R4_P505,Geneva,4,505,00-01-102,S. purpurea,M,48.5,32.1,111,103,18.9065,42.1857,26.4031,1.4457,0.46,3.22,31,336,10.84,31.56,6.05,4.55,0.0466,97.64,0.01024,4.72,1.21,9.39,3.92,0.65,26.6,657.7,46.50,40.40,3.29
YR2_Geneva_R5_P595,Geneva,5,595,00-01-102,S. purpurea,M,50.1,31.3,111,103,NA,NA,NA,NA,NA,2.93,23,235,10.22,21.51,7.35,6.6,0.0567,116.40,0.00859,5.15,1.55,10.45,3.33,0.76,30.2,524.2,48.07,42.87,2.38
YR2_Geneva_R6_P761,Geneva,6,761,00-01-102,S. purpurea,M,50.6,31.1,111.0,103,NA,NA,NA,NA,NA,2.56,27,255,9.44,20.98,7.30,8.02,0.0893,89.81,0.01113,5.83,1.86,12.19,3.13,0.68,26.9,330.3,44.33,37.43,1.70
YR2_Portland_R1_P102,Portland,1,102,00-01-102,S. purpurea,M,6.0,78.9,NA,NA,17.1646,38.2290,29.6739,1.6088,0.45,0.90,5,18,3.60,0.53,18.00,4.38,0.0529,82.80,0.01208,4.02,1.38,9.75,2.91,0.58,32.2,866.9,44.2,46.7,0.68
YR2_Portland_R2_P213,Portland,2,213,00-01-102,S. purpurea,M,24.0,51.8,NA,NA,17.6187,41.0392,27.2856,1.6769,0.47,2.54,7,65,9.29,5.27,24.50,5.59,0.0595,93.95,0.01064,4.67,1.51,29.22,3.1,0.08,32.8,824.9,49.2,54.1,0.57
YR2_Portland_R3_P304,Portland,3,304,00-01-102,S. purpurea,M,9.3,73.0,NA,NA,16.9195,39.4370,28.9932,1.9651,0.51,2.27,6,42,7.00,2.62,13.00,4.04,0.0589,68.59,0.01458,5.29,1.09,11.1,4.85,0.41,26.4,430.6,45.7,48.0,0.11
