REP,COL,ROW,PLOT,FAMILY,DAM,SIRE,TYPE,CLONE,SEX,STC.Y0,HT,HCL,CLS,LIG,ASH,CDIA,FORM,STN,SDIA,SA,LFW,LA,LFL,LFWT,LFP,SLA,SPAD1,RUST
1,1,1,1,317,9882-41,9882-34,progeny,11X-317-071,F,0,243,18.10939928,37.76031308,26.88730266,2.31730827,25,50.64105449,16,9.5,11.79668041,0.0978,10.59,7.16,1.72,16.47,108.2822086,48.4,0.08
1,1,2,2,317,9882-41,9882-34,progeny,10X-317-020,M,1,280,18.03534022,40.12739216,26.28203339,1.915099787,36,40.25347686,25,8.4,15.14247659,0.0928,10.12,6.87,1.92,26.58,109.0517241,47,0.12
1,1,4,4,317,9882-41,9882-34,progeny,11X-317-117,M,2,299,19.31539473,41.38146572,24.84782549,1.335650973,20.9,55.56174132,17,7.882352941,9.063494806,0.0478,6.33,6.03,1.25,11.92,132.4267782,48.7,0.05
1,1,8,8,317,9882-41,9882-34,progeny,11X-317-011,F,2,317,18.37576933,40.13403926,26.49637802,1.765022509,26.1,49.42658199,25,9.12,17.89137016,0.098,11.37,7.44,1.93,27.36,116.0204082,57.7,0.2
1,1,11,11,317,9882-41,9882-34,progeny,10X-317-132,F,2,279,20.3639522,39.67524134,25.91732999,1.844876717,23.1,52.84245731,12,9.166666667,8.466592201,0.105,13.58,8.72,1.85,29.38,129.3333333,62,0.25
1,1,15,15,317,9882-41,9882-34,progeny,11X-317-256,M,2,345,18.97411223,40.62075744,24.82132195,1.773955537,34.4,41.54243598,21,8.523809524,13.4695785,0.0808,14.67,8.19,2.17,18.28,181.5594059,60.1,0.22
1,1,20,20,317,9882-41,9882-34,progeny,10X-317-150,M,2,287,18.38764317,41.46628978,25.3991813,1.341597606,30,45.45471886,12,7.5,5.62345085,0.0849,12.94,7.84,1.95,17.68,152.4146054,51.6,0.12
1,1,21,21,82,94006,94001,progeny,12X-082-035,M,2,373,18.77626229,40.30264421,25.24901084,1.993871704,38.4,38.44078876,23,9.782608696,18.70033027,0.0753,13.61,7.54,2.16,34.98,180.7436919,48,NA
1,1,25,25,317,9882-41,9882-34,progeny,10X-317-082,F,1,280,20.19215713,38.50759271,26.19962392,1.798070394,29.5,45.93605982,12,7.833333333,6.047565858,0.1021,17.47,9.19,2.19,20.08,171.1067581,54.4,0.02
1,1,26,26,317,9882-41,9882-34,progeny,11X-317-110,M,1,357,18.88150888,43.24812945,24.77156623,1.161567507,28.2,47.22509709,23,8.652173913,15.54302965,0.0966,19.22,9.39,2.55,20.64,198.9648033,50.7,0.08
1,1,27,27,82,94006,94001,progeny,12X-082-019,F,2,344,18.85176273,39.35210866,26.05086901,1.611973666,29.2,46.22867553,18,11.22222222,18.69247629,0.0967,13.77,7.72,2.16,32.51,142.3991727,51,NA
1,1,29,29,317,9882-41,9882-34,progeny,11X-317-021,F,2,357,19.8424085,42.14490042,23.95096855,1.329088244,29.3,46.13081701,14,8.928571429,9.746791208,0.0941,13.12,8.65,1.94,18.36,139.4261424,44.6,0.02
1,1,32,32,317,9882-41,9882-34,progeny,11X-317-234,F,1,354,20.05309194,42.11732767,24.85213141,1.089594459,24.4,51.3218571,20,8.8,13.58738823,0.0705,13.34,8.74,1.88,22.93,189.2198582,58,0.1
1,1,36,36,317,9882-41,9882-34,progeny,11X-317-113,M,2,344,18.58461635,42.52923467,24.93351526,1.531631764,45,34.11109446,20,10,17.01172422,0.0697,9.35,6.71,1.67,27.51,134.1463415,44.5,0.17
1,1,38,38,317,9882-41,9882-34,progeny,11X-317-298,M,2,234,18.59087312,41.08919216,26.11063795,1.68668761,36.5,39.86419357,15,8.2,8.380198403,0.0794,10.32,6.34,1.9,15.6,129.9748111,61.2,0.01
1,1,39,39,317,9882-41,9882-34,progeny,10X-317-002,F,2,350,18.33335688,42.57251048,25.51431163,1.334804294,37.6,39.02954873,16,10.3125,14.7105076,0.1488,16.48,8.4,2.39,31.22,110.7526882,54.4,0.04
1,1,40,40,82,94006,94001,progeny,12X-082-038,M,2,346,18.78995738,42.47280538,24.9069067,1.57771554,47.3,32.79762929,17,10.64705882,16.43838356,0.0766,10.21,7.77,1.56,16.54,133.2898172,44.9,NA
1,1,42,42,317,9882-41,9882-34,progeny,11X-317-290,F,2,322,18.89428233,41.78940717,25.41416884,1.428400723,31.6,43.96642538,13,9.769230769,10.61072919,0.1478,18.26,9.8,2.51,21.34,123.5453315,50.3,0.08
1,1,45,45,317,9882-41,9882-34,progeny,11X-317-170,M,2,341,19.43002128,40.50536031,25.77636041,1.322898752,27,48.4646178,11,9.545454545,8.647233779,0.125,16.91,9.73,2.14,20.87,135.28,52.5,0.07
1,1,47,47,82,94006,94001,progeny,12X-082-106,M,2,363,18.35896133,41.38283983,25.94194058,1.630037272,42.5,35.6472006,18,9.166666667,12.98263164,0.1202,13.55,7.47,2.04,37.76,112.7287854,43.8,NA
1,1,48,48,317,9882-41,9882-34,progeny,11X-317-017,M,0,304,19.30679763,42.98073147,24.90894128,0.908164236,27.1,48.35946085,18,9.777777778,14.60840584,0.0991,14.82,8.29,2.05,27.54,149.5459132,54.9,0.17
1,1,49,49,317,9882-41,9882-34,progeny,10X-317-170,F,2,319,19.5713666,41.1316683,25.45161369,1.156620004,33.5,42.29751615,15,8.666666667,9.534733704,0.0786,11.65,7.02,1.92,20.35,148.2188295,49.7,0.11
1,1,50,50,82,94006,94001,progeny,12X-082-072,F,2,332,19.02260688,42.08932591,25.23947253,1.153361991,45.3,33.93454666,25,10.76,24.2452413,0.0741,17.33,8.55,2.43,42.01,233.8731444,54.7,NA
1,1,51,51,317,9882-41,9882-34,progeny,11X-317-050,F,0,291,19.16611596,41.27352486,25.40472315,1.275573622,18,59.43597498,8,8.5,4.822344723,0.1172,16.28,9.24,2.14,23.1,138.9078498,49,0.02
1,1,54,54,317,9882-41,9882-34,progeny,10X-317-093,M,2,348,18.67816691,40.89401064,25.44371773,1.365936309,23.4,52.48595458,8,9.125,5.584180942,0.0947,13.35,8.84,1.97,18.19,140.9714889,46,0.001
1,1,55,55,317,9882-41,9882-34,progeny,11X-317-027,M,2,357,18.61987969,41.47856102,25.95350117,1.274774365,26,49.53521226,15,9.2,10.52433539,0.1113,16.01,10.39,1.94,21.7,143.8454627,47.9,0.1
1,1,58,58,82,94006,94001,progeny,12X-082-073,M,1,319,18.63006275,43.15743046,25.04500565,0.952910954,57.5,27.92747922,18,8.833333333,11.99302996,0.0914,10.54,7.62,1.66,17.16,115.3172867,43.7,NA
1,1,59,59,317,9882-41,9882-34,progeny,11X-317-141,M,2,332,18.71110149,40.08780685,25.9189704,1.666635018,9.1,73.37666702,24,8.875,16.06139244,0.0307,6.5,6.01,1.34,14.14,211.7263844,39.7,0.05
1,1,60,60,317,9882-41,9882-34,progeny,11X-317-039,M,2,312,18.82906163,39.20183453,25.73305619,2.078485953,36.2,40.09700815,24,9.125,17.12953394,0.0857,12.57,8.44,1.84,18.09,146.6744457,65.1,0.07
1,1,63,63,317,9882-41,9882-34,progeny,11X-317-183,F,1,289,19.27906091,42.29254455,24.07682421,1.302516767,31,44.51540184,21,8.761904762,13.83871564,0.0618,9.48,6.05,1.95,33.24,153.3980583,44.9,0.12
1,1,64,64,317,9882-41,9882-34,progeny,11X-317-291,F,1,291,18.82360339,41.97961101,25.33928017,1.308172642,24.9,50.75361259,13,7.923076923,6.793694113,0.0661,10.74,8.68,1.58,17.21,162.4810893,46,0.06
1,1,65,65,317,9882-41,9882-34,progeny,10X-317-064,M,1,319,17.69641026,40.63479656,26.72531413,1.588302151,38.8,38.15200887,NA,NA,NA,0.076,9.87,7.28,1.63,19.21,129.8684211,55.2,0.23
1,1,66,66,317,9882-41,9882-34,progeny,11X-317-231,F,2,314,17.60369873,40.29402819,26.76315844,1.85754869,27.5,47.94224412,17,9.235294118,12.6998883,0.0904,13.6,7.78,2.07,21.24,150.4424779,54.1,0.2
1,1,67,67,82,94006,94001,progeny,12X-082-032,F,1,303,17.84458995,42.73414747,25.92249357,1.53081044,31.2,44.33120805,21,9.476190476,15.68440132,0.1012,12.85,7.89,1.9,17.45,126.9762846,49.4,NA
1,1,68,68,82,94006,94001,progeny,12X-082-084,F,1,299,17.53958213,42.56108514,26.18226225,1.296305078,37.4,39.17911354,23,9.217391304,16.28915791,0.1266,19.15,10.28,2.32,22.39,151.2638231,52.6,NA
1,1,69,69,317,9882-41,9882-34,progeny,10X-317-186,M,1,299,17.91170939,39.64808059,26.76408026,1.811261903,29.2,46.22867553,22,7.636363636,11.15265392,0.0977,15.42,9.44,2.05,19.61,157.8300921,54.1,0.2
1,1,70,70,317,9882-41,9882-34,progeny,11X-317-062,F,1,332,18.15580763,42.06046004,25.46344112,1.553148963,34.6,41.37762732,17,8.823529412,11.63960078,0.0899,13.47,9.03,1.81,19.56,149.8331479,56.7,0.3
1,1,71,71,317,9882-41,9882-34,progeny,11X-317-023,M,1,297,18.1323783,39.8462779,26.3588994,1.751451528,22.3,53.8097789,19,7.684210526,9.896016859,0.0533,9.39,7.4,1.64,15.03,176.1726079,53,0.25
1,1,74,74,82,94006,94001,progeny,12X-082-049,M,1,314,18.31833591,41.27402789,25.71469792,1.627200774,36.7,39.71023199,20,10.25,17.4908171,0.2079,26.86,12.25,2.63,26.52,129.1967292,51.1,NA
1,1,75,75,317,9882-41,9882-34,progeny,10X-317-101,F,2,276,18.87729219,42.12814967,24.82714999,1.263017062,37.3,39.25425711,14,8.142857143,7.869689597,0.162,23.6,11.79,2.5,33.79,145.6790123,52.3,0.15
1,1,77,77,82,94006,94001,progeny,12X-082-095,F,2,309,18.67784947,42.33429041,25.35799483,1.324087712,25.6,49.97326771,13,10.84615385,12.66847238,0.136,19.5,10.1,2.35,22.11,143.3823529,60.7,NA
1,1,80,80,317,9882-41,9882-34,progeny,11X-317-232,F,0,327,19.11994864,40.88071745,25.04467227,1.542793973,42.1,35.90418125,25,9.96,21.98329459,0.1148,15.31,9.2,2.12,19.91,133.3623693,56.8,0.08
1,1,81,81,317,9882-41,9882-34,progeny,11X-317-016,F,2,315,18.34352343,39.43815395,25.54040723,2.00413841,42.5,35.6472006,19,9.368421053,13.87013157,0.085,9.95,6.65,1.73,20.37,117.0588235,53.4,0.05
1,1,83,83,317,9882-41,9882-34,progeny,11X-317-262,F,2,346,19.16579269,42.41140141,25.16107084,1.500935607,42.2,35.83963578,18,9.666666667,14.67123769,0.0879,13.98,9.18,1.87,19.64,159.0443686,56.5,0.09
1,1,85,85,317,9882-41,9882-34,progeny,11X-317-179,M,0,283,19.78185073,38.05983779,26.61268509,2.267938117,38.6,38.29593801,26,9.038461538,18.30763119,0.1147,17.8,8.62,2.47,19.42,155.1874455,45.8,0.05
1,1,86,86,317,9882-41,9882-34,progeny,10X-317-121,M,1,313,17.84437342,40.15617394,25.4545185,2.261770388,24.2,51.55171613,11,7.727272727,5.332853529,0.103,10.62,8.06,1.57,17.33,103.1067961,43.2,0.03
1,1,88,88,317,9882-41,9882-34,progeny,11X-317-284,M,0,305,18.92821985,40.80972192,25.66274631,1.655882205,39.8,37.44594496,21,8.904761905,14.06648111,0.1139,15.63,10.22,1.88,22.48,137.2256365,48.7,0.22
1,1,89,89,317,9882-41,9882-34,progeny,10X-317-001,F,1,308,18.91115858,40.70116556,25.59452064,1.289180234,29.2,46.22867553,19,9.421052632,14.38064037,0.1305,20.4,10.8,2.45,23.69,156.3218391,53.8,0.27
1,1,91,91,317,9882-41,9882-34,progeny,10X-317-003,F,0,315,19.06475798,41.47658736,25.04409798,1.590524767,23.9,51.89926991,14,9.5,10.54789733,0.1115,15.21,9.93,1.93,20.82,136.4125561,52,0.03
1,1,94,94,317,9882-41,9882-34,progeny,11X-317-235,F,2,301,17.86328805,38.13348383,26.10103428,2.629229057,36.8,39.63362286,19,8.736842105,11.87522023,0.0813,10.97,8.04,1.59,21.98,134.9323493,43.5,0
1,1,96,96,317,9882-41,9882-34,progeny,11X-317-296,M,2,308,18.36410049,40.25910532,25.54472925,1.934501318,27.2,48.25464598,9,8.555555556,5.301437603,0.0601,8.79,7.16,1.46,15,146.2562396,60.5,0.07
1,1,98,98,317,9882-41,9882-34,progeny,11X-317-211,F,2,330,17.64876237,41.94641659,26.03766718,1.517658797,35.2,40.88958629,23,8.47826087,14.82046334,0.099,12.38,7.68,1.93,17.07,125.0505051,61,0.001
1,1,101,101,317,9882-41,9882-34,progeny,10X-317-034,M,2,327,18.16229262,40.12616259,26.10715592,2.0622975,37.3,39.25425711,14,9.285714286,10.14734427,0.1084,16.25,11.33,1.78,22.95,149.9077491,46.1,0.01
1,1,103,103,317,9882-41,9882-34,progeny,11X-317-255,F,0,283,18.5012521,41.30478648,26.09091404,1.580891114,21,55.43407602,18,7.833333333,9.495463795,0.1004,14.61,9.31,1.95,19.03,145.5179283,62.2,0.01
1,1,105,105,317,9882-41,9882-34,progeny,10X-317-164,M,2,318,17.94681252,40.93932713,26.19872332,1.802782129,33.5,42.29751615,17,8.294117647,9.99811862,0.1254,17.43,9.09,2.21,20.07,138.9952153,55.5,0.02
1,1,106,106,317,9882-41,9882-34,progeny,11X-317-205,F,1,292,17.90569372,37.13609839,27.78615072,2.257158203,35.3,40.80916716,18,8.722222222,11.6317468,0.0567,8.35,6.97,1.56,14.13,147.2663139,69.7,0.12
1,1,107,107,82,94006,94001,progeny,12X-082-100,F,2,315,18.38426159,39.48023114,26.44208976,1.976740583,36.3,40.01915243,20,10,16.57190125,0.1564,22.33,10.4,2.58,23.1,142.7749361,58.2,NA
1,1,108,108,317,9882-41,9882-34,progeny,11X-317-048,M,1,296,18.52348346,40.84198605,26.49636893,1.45510307,28.9,46.52418283,18,8.555555556,11.10553003,0.0582,9,7.55,1.57,15.01,154.6391753,47.1,0.2
1,1,112,112,317,9882-41,9882-34,progeny,11X-317-258,F,1,257,18.66721404,43.6918239,24.45671727,1.097192106,28,47.42832497,16,7.875,8.309512569,0.0734,10.1,6.97,1.78,15.3,137.6021798,41,0.18
1,1,113,113,317,9882-41,9882-34,progeny,11X-317-239,F,1,314,18.92450122,39.81341293,25.45056205,1.579310334,33.3,42.46834535,20,8.9,13.54026434,0.1267,18.76,10.82,2.17,22.21,148.0662983,47.6,0.13
1,1,115,115,317,9882-41,9882-34,progeny,11X-317-086,M,2,362,18.83137333,41.42474809,25.68974871,1.376590825,38.4,38.44078876,17,8.411764706,10.40652567,0.0988,14.38,9.55,1.89,19.73,145.5465587,40,0.04
1,1,117,117,317,9882-41,9882-34,progeny,10X-317-068,M,2,304,18.39483965,41.73970844,25.85850917,1.464480329,34.4,41.54243598,16,8.5,9.848892969,0.0767,12.21,8.64,1.71,18.47,159.1916558,52.3,0.14
1,1,118,118,82,94006,94001,progeny,12X-082-039,F,2,340,17.87360543,42.24986197,26.45454979,1.33789858,35,41.05121019,25,8.68,16.89391449,0.1147,16.06,10.2,1.98,21.49,140.0174368,54.6,NA
1,1,119,119,317,9882-41,9882-34,progeny,10X-317-156,F,2,287,18.56751697,40.48965064,26.35191898,1.257205243,23.8,52.01586186,22,8.363636364,12.99048562,0.0885,11.91,8.68,1.73,17.76,134.5762712,64.6,0.11
1,1,121,121,317,9882-41,9882-34,progeny,11X-317-253,M,2,255,18.30730824,40.30352864,26.77216075,1.359900912,39,38.00899437,19,9.157894737,13.33606081,0.0432,6.05,6.22,1.2,13.79,140.0462963,60.6,0.03
1,1,122,122,317,9882-41,9882-34,progeny,10X-317-119,F,1,306,18.30607259,40.3804722,26.45653268,1.587965127,35.1,40.97026698,21,9,14.2392687,0.1194,18.11,9.99,2.2,21.55,151.6750419,50.1,0.08
1,1,123,123,317,9882-41,9882-34,progeny,10X-317-168,F,2,352,18.32877781,41.17905339,26.04610228,1.594021023,27.5,47.94224412,21,9.619047619,16.90176848,0.1381,19.25,10.98,2.14,23.46,139.3917451,59,0.19
1,1,124,124,317,9882-41,9882-34,progeny,10X-317-167,F,2,303,18.49894005,41.68714211,25.8875951,1.336696303,29.2,46.22867553,16,8.1875,9.087056751,0.0965,13.85,8.71,2.06,18.68,143.5233161,51.9,0.23
1,1,126,126,317,9882-41,9882-34,progeny,10X-317-018,M,2,253,18.52799642,39.71377906,26.00853486,1.636884012,35.2,40.88958629,16,8.0625,8.694357669,0.1235,16.41,11.04,1.88,22.87,132.8744939,54.8,0.02
1,1,127,127,317,9882-41,9882-34,progeny,10X-317-199,F,0,374,18.8112524,39.9758913,25.640284,1.722701211,23,52.96204482,15,10.26666667,13.54026434,0.131,19.16,9.82,2.35,21.93,146.259542,56.1,0.02
1,1,129,129,82,94006,94001,progeny,12X-082-027,F,2,337,18.51731184,40.51439543,25.85312866,1.511456244,23.9,51.89926991,15,9,10.70497697,0.0855,11.98,8.79,1.73,18.09,140.1169591,45.3,NA
1,1,131,131,317,9882-41,9882-34,progeny,11X-317-024,F,1,322,19.12709837,43.08620677,24.8590899,1.009080265,26.5,48.99556736,22,9.045454545,15.08749872,0.1519,22.15,11.09,2.69,22.93,145.8196182,44.6,0.14
1,1,133,133,317,9882-41,9882-34,progeny,11X-317-122,M,2,354,18.88158677,40.29976424,26.07095409,1.792413216,25.9,49.64419504,18,9.111111111,12.97477766,0.092,13.71,8.58,1.97,18.19,149.0217391,45.6,0.14
1,1,136,136,82,94006,94001,progeny,12X-082-092,F,2,324,18.7512563,40.89438047,25.63523945,1.455031438,34.9,41.13241686,17,9.470588235,13.20254313,0.1386,18.87,10.25,2.28,22.37,136.1471861,58,NA
1,1,137,137,317,9882-41,9882-34,progeny,10X-317-189,F,1,242,18.63126271,40.23037033,26.1270262,1.437751251,27.8,47.63288592,25,7.68,12.53495469,0.0588,10.86,7.86,1.72,16.35,184.6938776,39.9,0.18
1,1,138,138,82,94006,94001,progeny,12X-082-096,M,2,277,17.99378449,41.31288689,25.29464463,1.977860956,37.9,38.8069938,24,8.375,13.90940147,0.0881,13.75,9.9,1.73,20.49,156.0726447,38.4,NA
1,1,141,141,317,9882-41,9882-34,progeny,11X-317-180,F,2,275,18.60560038,41.34286306,25.27883275,1.539469087,33.6,42.21251916,19,8.052631579,10.45364955,0.0805,10.27,7.62,1.65,16.15,127.5776398,57.7,0.05
1,1,143,143,82,94006,94001,progeny,12X-082-031,F,2,363,18.30758003,40.79105735,25.5521367,1.928902754,33,42.72669202,21,10.95238095,21.48849375,0.133,16.43,9.8,2.07,21.59,123.5338346,53.2,NA
1,1,145,145,317,9882-41,9882-34,progeny,10X-317-030,F,2,338,18.92812485,41.9546039,24.812726,1.469564546,33.4,42.38279122,17,9.176470588,12.14225561,0.1412,18.1,9.31,2.25,21.57,128.1869688,47.2,0.2
1,1,146,146,82,94006,94001,progeny,12X-082-063,F,2,331,18.33538583,43.3056246,25.50513375,1.298568507,25.5,50.08366976,12,9.5,9.016370916,0.0942,15.48,9.21,2.05,19.82,164.3312102,57.4,NA
1,1,147,147,82,94006,94001,progeny,12X-082-098,M,2,330,18.83011462,41.476702,24.56798229,1.618377233,35.5,40.64910974,20,9.45,15.51161373,0.1025,13.37,8.13,1.93,18.16,130.4390244,51.9,NA
1,1,148,148,317,9882-41,9882-34,progeny,10X-317-092,F,1,319,19.86252169,45.26137571,23.96606972,1.181122715,26.6,48.88868561,15,10.13333333,12.64491043,0.1049,16.02,10.61,1.9,21.9,152.7168732,47,0.17
1,1,151,151,317,9882-41,9882-34,progeny,11X-317-095,F,1,345,19.01661459,44.18880404,24.08140962,1.080204837,26.6,48.88868561,23,9.391304348,17.24734367,0.0867,14.92,8.74,2.14,18.81,172.0876586,52.6,0.005
1,1,152,152,317,9882-41,9882-34,progeny,10X-317-160,M,2,298,18.72545661,42.55718653,25.11689832,1.283460862,28.8,46.62333253,16,7.4375,7.374888754,0.0777,8.67,7.86,1.38,16.48,111.5830116,58.1,0.18
1,1,153,153,317,9882-41,9882-34,progeny,11X-317-193,M,2,309,18.83907087,40.86340014,25.25164544,1.683722029,30.1,45.35939437,26,8.192307692,14.56913593,0.1355,10.67,7.74,1.7,16.82,78.74538745,57.5,0.04
1,1,156,156,317,9882-41,9882-34,progeny,10X-317-015,F,2,332,19.1866516,41.01423146,25.72521978,1.365115179,48.4,32.20075724,15,9.133333333,10.23373807,0.125,16.86,9.38,2.26,20.13,134.88,35.1,0.09
1,1,157,157,317,9882-41,9882-34,progeny,11X-317-283,M,2,308,18.69236575,40.43231454,26.15542202,1.47150291,47.3,32.79762929,19,8.736842105,11.92234412,0.0817,11.3,8.34,1.71,17.22,138.3108935,47.8,0.08
1,1,158,158,82,94006,94001,progeny,12X-082-093,M,2,322,18.90024511,42.26232167,25.23948201,1.151403332,32.2,43.42814269,19,8.736842105,12.34645913,0.113,15.86,9.73,2.06,20.27,140.3539823,51.3,NA
1,1,159,159,317,9882-41,9882-34,progeny,11X-317-119,M,2,314,18.30816156,41.47790764,25.79464681,1.287722874,28.4,47.02319437,19,8.473684211,11.31758753,0.0745,11.77,8.06,1.89,16.91,157.9865772,58.1,0.13
1,1,161,161,317,9882-41,9882-34,progeny,11X-317-171,M,1,293,19.54924466,43.01304285,23.9116681,1.288977726,23,52.96204482,16,9.0625,11.27046364,0.0961,10.89,7.25,1.82,15.71,113.3194589,54.2,0.19
1,1,164,164,317,9882-41,9882-34,progeny,11X-317-026,M,2,274,18.70514921,40.24539521,26.02811427,1.492240896,29.7,45.7425757,19,8.578947368,12.51139274,0.0948,12.32,8.53,1.92,17.69,129.9578059,55.7,0.19
1,1,169,169,317,9882-41,9882-34,progeny,11X-317-277,F,1,356,19.218936,43.11667824,24.85872889,1.200059332,33.6,42.21251916,24,9.625,18.52754267,0.08,12.93,8.77,1.84,18.67,161.625,44.3,0.09
1,1,170,170,317,9882-41,9882-34,progeny,10X-317-031,M,0,333,18.64249661,40.8756881,25.63223768,1.70216967,31.4,44.14821859,17,9.529411765,13.05331748,0.1001,15.81,9.7,2.1,19.92,157.9420579,54,0.11
1,1,172,172,317,9882-41,9882-34,progeny,11X-317-061,M,1,295,19.96734265,40.48156011,25.45787082,1.767610532,37.4,39.17911354,17,8.882352941,11.06626012,0.0875,14.94,8.45,2.19,17.75,170.7428571,56.4,0.04
1,1,173,173,82,94006,94001,progeny,12X-082-037,F,2,342,17.28811366,39.86269105,27.43120774,2.097744235,31.4,44.14821859,17,9.588235294,12.96692368,0.1225,19.03,9.6,2.44,20.38,155.3469388,53.4,NA
1,1,174,174,317,9882-41,9882-34,progeny,11X-317-288,M,2,372,18.31503722,42.40535615,25.12543035,1.419035111,29.9,45.55035658,13,8.461538462,7.97964534,0.1352,20.16,10.4,2.31,22.77,149.112426,50,0.08
1,1,175,175,317,9882-41,9882-34,progeny,11X-317-206,M,2,276,18.49520788,41.0684812,25.10584819,1.716884922,33.9,41.95918678,14,7.928571429,7.516260424,0.1252,15.95,9.5,2.11,20.41,127.3961661,56.6,0.001
1,1,178,178,82,94006,94001,progeny,12X-082-103,F,2,338,17.90525598,41.73647623,25.56664655,1.893345092,34.6,41.37762732,18,10,14.95398103,0.1137,14.99,9.72,1.97,20.47,131.8381706,55.5,NA
1,1,179,179,317,9882-41,9882-34,progeny,11X-317-200,F,2,346,20.17538758,43.7386223,24.10358631,1.199324277,30.5,44.98120834,18,9.277777778,13.51670239,0.1304,18.18,11.1,2.01,23.52,139.4171779,60.7,0.02
1,1,180,180,317,9882-41,9882-34,progeny,11X-317-260,F,0,336,19.47453152,42.30593536,24.78368749,1.64834471,36.9,39.55726028,24,8.625,15.26028631,0.1313,18.29,10.42,2.14,23.02,139.2993145,62,0.001
1,1,182,182,317,9882-41,9882-34,progeny,10X-317-179,F,2,335,18.79640066,43.35872513,24.52995718,1.376552206,41.9,36.03387743,16,9.1875,12.02444588,0.0931,14.5,8.29,2.12,22.66,155.7465091,50.5,0.001
1,1,183,183,317,9882-41,9882-34,progeny,11X-317-035,M,0,327,18.71146017,43.91686374,24.69269382,1.259350868,27.5,47.94224412,20,8.5,13.03760951,0.1149,7.33,7.2,1.47,14.33,63.794604,62.1,0.25
1,1,186,186,317,9882-41,9882-34,progeny,10X-317-176,M,2,312,18.8128082,39.5026266,26.20180467,1.729681269,44,34.71140151,31,8.967741935,20.56172392,0.1516,20.65,9.3,2.71,23.57,136.2137203,45.9,0.07
1,1,187,187,317,9882-41,9882-34,progeny,10X-317-085,M,2,304,19.2832003,41.89473777,25.784251,1.278620556,27.5,47.94224412,12,8.416666667,6.91935782,0.0808,10.93,7.98,1.69,18.51,135.2722772,48.9,0
1,1,189,189,317,9882-41,9882-34,progeny,11X-317-177,M,1,234,19.83813525,40.90426565,25.60822473,1.486638375,22.9,53.08201022,17,7.470588235,8.207410808,0.0882,12.64,8.15,1.89,17.74,143.3106576,60.2,0.16
1,1,190,190,317,9882-41,9882-34,progeny,10X-317-004,M,2,303,20.15227867,41.83570031,24.64986622,1.472577249,32.6,43.07512126,17,8.705882353,10.86991058,0.1017,13.18,8.69,1.89,18.35,129.5968535,59,0.12
1,1,194,194,317,9882-41,9882-34,progeny,11X-317-201,M,2,312,20.32407345,40.42550548,24.97466221,1.578133351,35.1,40.97026698,21,9.333333333,15.393804,0.1013,12.34,8.44,1.78,18.61,121.816387,55.1,0.02
1,1,196,196,317,9882-41,9882-34,progeny,10X-317-104,F,2,293,19.97982346,42.16678011,24.94464261,1.561621824,32.6,43.07512126,15,8.466666667,9.071348787,0.0907,12.83,8.12,1.82,17.62,141.4553473,49.6,0.1
1,1,197,197,317,9882-41,9882-34,progeny,11X-317-051,M,1,318,19.91640277,41.24501229,24.68848683,1.455392858,37.1,39.40527109,27,8.777777778,17.69502062,0.113,15.08,9.44,1.85,20.21,133.4513274,47,0.09
1,1,198,198,317,9882-41,9882-34,progeny,10X-317-096,F,2,292,19.86175586,41.54560332,25.70652542,1.250965914,27,48.4646178,13,8.384615385,7.956083395,0.0938,13.42,8.7,1.91,18.12,143.0703625,57.3,0.19
1,1,199,199,317,9882-41,9882-34,progeny,11X-317-081,F,0,263,18.72351951,39.10354928,26.42205195,1.896533044,19.2,57.79230203,13,8.615384615,8.07389312,0.1015,13.67,8.66,1.95,18.46,134.679803,49.9,0.07
1,1,200,200,317,9882-41,9882-34,progeny,11X-317-249,F,2,349,18.63083619,43.88280325,25.33721091,1.218957803,25.8,49.75353127,11,9.909090909,8.977101008,0.0992,21.46,12.5,2.3,26.14,216.3306452,61.1,0.08
1,1,202,202,317,9882-41,9882-34,progeny,10X-317-135,M,1,333,20.81796818,40.50712411,24.60859114,1.801793801,42.9,35.39339449,24,9.375,18.37046304,0.115,16.47,9.84,2.04,21.21,143.2173913,49.7,0.06
1,1,207,207,317,9882-41,9882-34,progeny,11X-317-168,F,2,284,17.43993195,38.54672527,26.92694476,2.200758282,31.6,43.96642538,19,8.684210526,12.19723348,0.0771,10.68,7.43,1.64,16.41,138.5214008,50.2,0.19
1,1,208,208,317,9882-41,9882-34,progeny,11X-317-272,M,2,296,17.42765367,40.30891618,26.99181221,2.079799028,39.1,37.93782795,23,7.695652174,11.52179106,0.0886,12.64,8.86,1.69,19.03,142.6636569,49.8,0.04
1,1,211,211,82,94006,94001,progeny,12X-082-016,M,2,331,18.25632938,42.81813681,25.3461836,1.381569271,32,43.60639549,23,9.782608696,18.24479934,0.1049,14.57,9.23,2.06,19.25,138.8941849,58.1,NA
1,1,212,212,317,9882-41,9882-34,progeny,11X-317-174,M,1,340,17.84027244,42.04536241,26.51402979,1.645765244,26.4,49.10279692,7,8.571428571,4.162610266,0.1039,17.07,9.06,2.17,19.23,164.292589,47.5,0.27
1,1,213,213,317,9882-41,9882-34,progeny,11X-317-043,M,1,324,17.93875756,42.69066946,25.90247637,1.298581604,26.4,49.10279692,16,9.0625,11.14479994,0.0898,14.01,8.45,1.95,18.16,156.013363,49.1,0.11
